archived,broken_mapping,confidence_interval,confidence_interval_broken,creator,dataset_mapping,definition,expected,history,justification_expectation,justification_limit,justification_qtl,lower_quantile_proportion,mitigations,n_records,name,observed,status,study_name,suggested_corrective_action,template_id,threshold,unfinalized_snapshot_mitigation,upper_quantile_proportion,value_of_interest,template_name,archive_rationale,archive_time,archive_user
False,False,0.95,False,"{sara.sanchez@cluepoints.com, Sara Sanchez}","{proportion, QTL_RANDERR, All, 68d171618e879bc82256d807, CP_RAND_ERR}",Randomization Error Rate ,0.005,"[{2025-09-23T21:02:19.282000, [{68d2f7a277943e45f71cbbe4,68cd7a4827f5615336ca1f0d, , Snapshots of Interest}], null, {sara.sanchez@cluepoints.com, Sara Sanchez}}, {2025-09-24T05:51:10.944000, [{0.95, , Confidence Interval}, {Calculation method: Proportion, Calculation method: Count, Dataset mapping}], SMART Test updated
, {sara.sanchez@cluepoints.com, Sara Sanchez}}]","RANDERR = A/B, where:

A = Total # of patients who are randomized in the study even though at least one inclusion/exclusion criterion is not met
B = Total # of patients randomized in the study 
",Expected Value : 5 patients having randomization error out of 1000 patients expected in the trial => 0.5 %,Rate of patients who have been randomized even though at least one inclusion/exclusion criterion is not met,,,211,Randomization Error Rate ,0.0236966824644549,done_calculating,TRN_BMS_CMN_KT_Smriti,"Seondary Tolerance Limit : 10 patients having randomization error out of 1000 patients expected in the trial => 1%
Tolerance Limit : 20 patients having randomization error out of 1000 patients expected in the trial => 2%",False,"{0.01, 0.02}","{0.005, 211, 0.023696682464454975, 2025-09-23 DQA & KRI/QTL, {0.01, 0.02}}",,,,,,
False,False,,,"{lavanya.kuppadinti@bms.com, Lavanya Kuppadinti}","{proportion, AE, All, 670633156cb8c1a90c57f7c4, AESERYN}",Test,0.5,[],,,,,,720,UAT Test,0.1583333333333333,done_calculating,Datashort-443,,False,"{0.8, 1.0}",,,,,,,
False,False,,,"{anusha.muralidhar@bms.com, Anusha Muraldihar}","{count, AE, All, 670937416cb8c1a90c583134, AEOUT_N}",,2.0,"[{2024-10-28T07:29:23.941000, [{Dataset: AE
Variable: AEOUT_N
Filter: All
Calculation method: Count, Dataset: 
Variable: 
Filter: 
Calculation method: , Dataset mapping}], test, {anusha.muralidhar@bms.com, Anusha Muraldihar}}]",,,,,,720,Anusha,720.0,done_calculating,Datashort-447,,False,"{null, null, 6.0, 10.0}",,,,,,,
False,False,0.95,False,"{anusha.muralidhar@bms.com, Anusha Muraldihar}","{proportion, DEMOG, All, 670937439cbfcdb37ca9c1f9, CP_REGION}",,1.0,"[{2024-10-28T07:30:28.678000, [{1.0, 10.0, Expectation}, {0.95, , Confidence Interval}, {0.0, 8.0, Lower Tol. Limit}, {0.5, 9.0, Lower Sec. Limit}, {Dataset: DEMOG
Variable: CP_REGION
Filter: All
Calculation method: Proportion, Dataset: 
Variable: 
Filter: 
Calculation method: , Dataset mapping}, {7, , Value of Interest}], test1, {anusha.muralidhar@bms.com, Anusha Muraldihar}}]",,,,,,188,lavanya,0.0,done_calculating,Datashort-447,,False,"{0.5, 0.0, null, null}",,,7,,,,
False,False,,,"{amrita.sarkar@bms.com, Amrita Sarkar}","{count, DEMOG, All, 69c505b019015d0c7fd09f89, CENTER}",,0.9,"[{2026-04-01T13:00:43.314000, [{69c505a73f70c872eb14274a,69c5059b3f70c872eb142707,69c5058d3f70c872eb1426c4,69c5057f3f70c872eb142681,69c5056e3f70c872eb14263e,69c505623f70c872eb1425fb, , Snapshots of Interest}], null, {amrita.sarkar@bms.com, Amrita Sarkar}}, {2026-04-01T13:18:47.859000, [{0.9, 9.0, Expectation}, {0.5, 5.0, Lower Tol. Limit}, {0.8, 8.0, Lower Sec. Limit}, {Dataset: DEMOG
Variable: CENTER
Filter: All
Calculation method: Count, Dataset: 
Variable: 
Filter: 
Calculation method: , Dataset mapping}], test, {amrita.sarkar@bms.com, Amrita Sarkar}}, {2026-04-01T13:20:24.733000, [{Test, , Mitigation}], Mitigation automatically discarded, {amrita.sarkar@bms.com, Amrita Sarkar}}]",,,,,"[{2026-04-01T13:20:24.733000, 0.9, 10, 10.0, Test, 2026-03-26-snap9, {0.8, 0.5}, {amrita.sarkar@bms.com, Amrita Sarkar}}]",10,Test,10.0,done_calculating,Harmony-66,,False,"{0.8, 0.5}","{0.9, 10, 10.0, 2026-03-26-snap9, {0.8, 0.5}}",,,,,,
False,False,0.95,False,"{sara.sanchez@cluepoints.com, Sara Sanchez}","{proportion, QTL_EEOTRAT, All, 68d1725e9600c97fb8b82682, CP_SUBJ_DISC}",Rate of early treatment discontinuations by patient enrolled/randomized,0.25,"[{2025-09-23T22:00:26.028000, [{68d310f227f5615336ca41f2,68cd89b877943e45f71c8469, , Snapshots of Interest}], {sara.sanchez@cluepoints.com, Sara Sanchez}}]",Expected Value : 250 patients early discontinued out of 1000 expected in the trial => 25%,"Secondary Tolerance Limit : 300 patients early discontinued out of 1000 expected in the trial => 30%
Tolerance Limit : 350 patients early discontinued out of 1000 expected in the trial => 35%","EEOTRAT = A/B , where:

A = Total # of patients who discontinued the study treatment prematurely
B = Total # of patients enrolled / randomized",,,211,Early End Of Treatment Rate,0.1374407582938388,done_calculating,TRN_BMS_CMN_KT_Kammari,,False,"{0.3, 0.35}","{0.25, 211, 0.13744075829383887, 2025-09-23 DQA & KRI/QTL, {0.3, 0.35}}",,,,,,
False,False,0.95,False,"{sara.sanchez@cluepoints.com, Sara Sanchez}","{proportion, QTL_RANDERR, All, 68d1727b2f543991aec83fe6, CP_RAND_ERR}",Rate of patients who have been randomized even though at least one inclusion/exclusion criterion is not met,0.005,"[{2025-09-23T22:00:26.028000, [{68d310f227f5615336ca41f2,68cd89b877943e45f71c8469, , Snapshots of Interest}], {sara.sanchez@cluepoints.com, Sara Sanchez}}]",Expected Value : 5 patients having randomization error out of 1000 patients expected in the trial => 0.5 %,"Seondary Tolerance Limit : 10 patients having randomization error out of 1000 patients expected in the trial => 1%
Tolerance Limit : 20 patients having randomization error out of 1000 patients expected in the trial => 2%","RANDERR = A/B, where:

A = Total # of patients who are randomized in the study even though at least one inclusion/exclusion criterion is not met
B = Total # of patients randomized in the study 
",,,211,Randomization Error Rate ,0.0236966824644549,done_calculating,TRN_BMS_CMN_KT_Kammari,,False,"{0.01, 0.02}","{0.005, 211, 0.023696682464454975, 2025-09-23 DQA & KRI/QTL, {0.01, 0.02}}",,,,,,
False,False,0.95,False,"{sara.sanchez@cluepoints.com, Sara Sanchez}","{proportion, QTL_EEOTRAT, All, 68d17216e0446ea014e91c75, CP_SUBJ_DISC}",Rate of early treatment discontinuations by patient enrolled/randomized,0.25,"[{2025-09-23T21:57:13.186000, [{68d310176c614560090e9647,68cd89a827f5615336ca1f3d, , Snapshots of Interest}], null, {sara.sanchez@cluepoints.com, Sara Sanchez}}]",Expected Value : 250 patients early discontinued out of 1000 expected in the trial => 25%,"Secondary Tolerance Limit : 300 patients early discontinued out of 1000 expected in the trial => 30%
Tolerance Limit : 350 patients early discontinued out of 1000 expected in the trial => 35%","EEOTRAT = A/B , where:

A = Total # of patients who discontinued the study treatment prematurely
B = Total # of patients enrolled / randomized",,,211,Early End Of Treatment Rate,0.1374407582938388,done_calculating,TRN_BMS_CMN_KT_Raghavendra,,False,"{0.3, 0.35}","{0.25, 211, 0.13744075829383887, 2025-09-23 DQA & KRI/QTL, {0.3, 0.35}}",,,,,,
False,False,0.95,False,"{sara.sanchez@cluepoints.com, Sara Sanchez}","{proportion, QTL_RANDERR, All, 68d172332f543991aec83fe2, CP_RAND_ERR}",Rate of patients who have been randomized even though at least one inclusion/exclusion criterion is not met,0.005,"[{2025-09-23T21:57:13.186000, [{68d310176c614560090e9647,68cd89a827f5615336ca1f3d, , Snapshots of Interest}], null, {sara.sanchez@cluepoints.com, Sara Sanchez}}, {2025-09-24T05:53:25.693000, [{0.95, , Confidence Interval}, {Calculation method: Proportion, Calculation method: Count, Dataset mapping}], Updated, {sara.sanchez@cluepoints.com, Sara Sanchez}}]",Expected Value : 5 patients having randomization error out of 1000 patients expected in the trial => 0.5 %,"Seondary Tolerance Limit : 10 patients having randomization error out of 1000 patients expected in the trial => 1%
Tolerance Limit : 20 patients having randomization error out of 1000 patients expected in the trial => 2%","RANDERR = A/B, where:

A = Total # of patients who are randomized in the study even though at least one inclusion/exclusion criterion is not met
B = Total # of patients randomized in the study 
",,,211,Randomization Error Rate ,0.0236966824644549,done_calculating,TRN_BMS_CMN_KT_Raghavendra,,False,"{0.01, 0.02}","{0.005, 211, 0.023696682464454975, 2025-09-23 DQA & KRI/QTL, {0.01, 0.02}}",,,,,,
False,False,0.95,False,"{sara.sanchez@cluepoints.com, Sara Sanchez}","{proportion, QTL_EEOTRAT, All, 68d171e09600c97fb8b82672, CP_SUBJ_DISC}",Rate of early treatment discontinuations by patient enrolled/randomized,0.25,"[{2025-09-23T21:16:27.886000, [{68d3048b6c614560090e9612,68cd899c27f5615336ca1f3c, , Snapshots of Interest}], null, {sara.sanchez@cluepoints.com, Sara Sanchez}}]",Expected Value : 250 patients early discontinued out of 1000 expected in the trial => 25%,"Secondary Tolerance Limit : 300 patients early discontinued out of 1000 expected in the trial => 30%
Tolerance Limit : 350 patients early discontinued out of 1000 expected in the trial => 35%","EEOTRAT = A/B , where:

A = Total # of patients who discontinued the study treatment prematurely
B = Total # of patients enrolled / randomized",,,211,Early End Of Treatment Rate,0.1374407582938388,done_calculating,TRN_BMS_CMN_KT_Rakesh,,False,"{0.3, 0.35}","{0.25, 211, 0.13744075829383887, 2025-09-23 DQA & KRI/QTL, {0.3, 0.35}}",,,,,,
False,False,0.95,False,"{sara.sanchez@cluepoints.com, Sara Sanchez}","{proportion, QTL_RANDERR, All, 68d171fe9600c97fb8b82676, CP_RAND_ERR}",Rate of patients who have been randomized even though at least one inclusion/exclusion criterion is not met,0.005,"[{2025-09-23T21:16:27.886000, [{68d3048b6c614560090e9612,68cd899c27f5615336ca1f3c, , Snapshots of Interest}], null, {sara.sanchez@cluepoints.com, Sara Sanchez}}, {2025-09-24T05:52:57.065000, [{0.95, , Confidence Interval}, {Calculation method: Proportion, Calculation method: Count, Dataset mapping}], Updated, {sara.sanchez@cluepoints.com, Sara Sanchez}}]",Expected Value : 5 patients having randomization error out of 1000 patients expected in the trial => 0.5 %,"Seondary Tolerance Limit : 10 patients having randomization error out of 1000 patients expected in the trial => 1%
Tolerance Limit : 20 patients having randomization error out of 1000 patients expected in the trial => 2%","RANDERR = A/B, where:

A = Total # of patients who are randomized in the study even though at least one inclusion/exclusion criterion is not met
B = Total # of patients randomized in the study 
",,,211,Randomization Error Rate ,0.0236966824644549,done_calculating,TRN_BMS_CMN_KT_Rakesh,,False,"{0.01, 0.02}","{0.005, 211, 0.023696682464454975, 2025-09-23 DQA & KRI/QTL, {0.01, 0.02}}",,,,,,
